type,name,glon,glat,distance (parsecs),x (parsecs),y (parsecs),z (parsecs),radius (parsecs),log10 age (years),Arm (masers),Source
open cluster,UBC 448,225.0324860241,5.6764629025,3327.78702163062,-2340.23382345746,-2342.88909862267,329.154651241524,4.67624965814446,unknown,,2020A&A...635A..45C
open cluster,UBC 449,230.0871588414,4.8243399478,3434.06593406593,-2195.56466396821,-2624.67027497731,288.808922121217,5.15529983849338,unknown,,2020A&A...635A..45C
open cluster,UBC 450,233.37378104,-2.5757108682,3201.02432778489,-1907.77675022649,-2566.36924475433,-143.852417237384,8.53883567108383,unknown,,2020A&A...635A..45C
open cluster,UBC 451,233.4024544136,-12.3643654206,1943.63459669582,-1131.89937449893,-1524.24020805824,-416.186303979876,4.10833655371925,unknown,,2020A&A...635A..45C
open cluster,UBC 452,233.7663296769,-1.6411131793,3897.11613406079,-2302.56170892473,-3142.17554139897,-111.609166221555,7.32047845172865,unknown,,2020A&A...635A..45C
open cluster,UBC 453,233.9700708146,-3.5046967808,4807.69230769231,-2822.63317699184,-3880.75668334729,-293.895965001344,9.16806291347608,unknown,,2020A&A...635A..45C
open cluster,UBC 454,234.181675984,-3.885854759,3582.94518093873,-2091.98009487151,-2898.64753355878,-242.812537705703,5.36688508858395,unknown,,2020A&A...635A..45C
open cluster,UBC 455,234.2606098103,2.6526459595,4091.65302782324,-2387.37106983424,-3317.56306273969,189.365254888061,3.84138949364588,unknown,,2020A&A...635A..45C
open cluster,UBC 456,234.7013113436,-3.17340858,3734.12994772218,-2154.41697516077,-3042.93988155592,-206.714394397709,7.38758856533618,unknown,,2020A&A...635A..45C
open cluster,UBC 457,235.1112092294,-3.763528924,2838.48992336077,-1620.07350484022,-2323.28939969517,-186.314919422531,4.58207449364036,unknown,,2020A&A...635A..45C
open cluster,UBC 458,235.1907612717,2.0497913699,4284.49014567267,-2444.21891700809,-3515.5603939587,153.247546586985,3.38077999881949,unknown,,2020A&A...635A..45C
open cluster,UBC 459,236.0046664127,1.3324656261,2688.89486421081,-1503.02282898317,-2228.71450218698,62.5270667482908,4.84141671146888,unknown,,2020A&A...635A..45C
open cluster,UBC 460,236.7549900673,-0.5014954363,3352.32986925913,-1837.74519972601,-2803.55973660897,-29.3417190371052,8.6890293372732,unknown,,2020A&A...635A..45C
open cluster,UBC 461,241.4518669682,2.5913344008,3479.4711203897,-1661.12797571361,-3053.29749426121,157.313500583372,12.9789723752979,unknown,,2020A&A...635A..45C
open cluster,UBC 462,241.491775586,2.2569574354,3656.3071297989,-1743.74645421169,-3210.4823827142,143.989586860321,7.51734393725627,unknown,,2020A&A...635A..45C
open cluster,UBC 463,242.2589015724,-0.7071121117,2242.65530387979,-1043.82501299413,-1984.73326785376,-27.6768810112031,2.18297413169732,unknown,,2020A&A...635A..45C
open cluster,UBC 464,242.6218057312,-4.0192899869,3408.31629175187,-1563.49979125893,-3019.10858740013,-238.896807934607,11.2257257630509,unknown,,2020A&A...635A..45C
open cluster,UBC 465,242.6771281638,1.4735608602,5333.33333333333,-2447.21306854463,-4736.7480909601,137.150152659914,20.1296107056022,unknown,,2020A&A...635A..45C
open cluster,UBC 466,243.0714685196,-1.3584145976,5977.28631201435,-2706.22512108512,-5327.68411800508,-141.701053483466,9.19008528233801,unknown,,2020A&A...635A..45C
open cluster,UBC 467,244.9264885014,4.653395593,5970.14925373134,-2521.69442755654,-5389.72625275223,484.345172632803,8.56407673316689,unknown,,2020A&A...635A..45C
open cluster,UBC 468,246.1862685227,-2.9508211433,4512.63537906137,-1819.62638752674,-4122.96886685489,-232.304965762824,15.8446481915548,unknown,,2020A&A...635A..45C
open cluster,UBC 469,247.5174221799,-3.7157516219,4106.77618069815,-1567.14010330594,-3786.66721329757,-266.146408386704,10.7155965563882,unknown,,2020A&A...635A..45C
open cluster,UBC 470,248.6700099313,0.7962310818,3987.24082934609,-1450.17435829416,-3713.76004607335,55.4083201321008,6.5144697339686,unknown,,2020A&A...635A..45C
open cluster,UBC 471,250.3727241743,-0.5300100972,5408.32882639264,-1816.57993259675,-5093.87428009465,-50.0286064826523,11.7043914416463,unknown,,2020A&A...635A..45C
open cluster,UBC 472,251.7308683925,-2.199567448,2066.11570247934,-647.21060295695,-1960.52654860135,-79.2980685835135,3.68743374335391,unknown,,2020A&A...635A..45C
open cluster,UBC 473,251.9083758456,-0.4620164371,5694.76082004556,-1768.37914632757,-5413.0423340356,-45.920390875537,6.46405816236213,unknown,,2020A&A...635A..45C
open cluster,UBC 474,252.0359739228,1.6502469686,6281.40703517588,-1936.50679012871,-5972.71239045572,180.893599220978,18.5543568238187,unknown,,2020A&A...635A..45C
open cluster,UBC 475,252.1453829292,0.6145241303,2056.76676264912,-630.574138501501,-1957.59524829848,22.0593660480659,1.99286484767623,unknown,,2020A&A...635A..45C
open cluster,UBC 476,253.3552667932,2.4914952266,4926.10837438424,-1409.6833008393,-4715.23905549135,214.143309683937,9.37284932768046,unknown,,2020A&A...635A..45C
open cluster,UBC 477,258.9487666456,7.8004258404,849.184782608696,-161.271205662565,-825.725706795804,115.253851887433,2.12000024663762,unknown,,2020A&A...635A..45C
open cluster,UBC 478,259.3977801928,-8.0820046007,3129.89045383412,-570.147180081311,-3045.90185864004,-440.032173346931,8.22715484459538,unknown,,2020A&A...635A..45C
open cluster,UBC 479,259.5752443216,-3.9168879176,1540.83204930663,-278.153230887456,-1511.85843883881,-105.25324331918,3.9994978241914,unknown,,2020A&A...635A..45C
open cluster,UBC 480,264.8487419171,-10.7739311934,481.90448653077,-42.5052489513382,-471.497634051459,-90.0845105106625,1.25104250256238,unknown,,2020A&A...635A..45C
open cluster,UBC 482,265.1645994324,-1.9796761849,2224.19928825623,-187.373678267225,-2214.96048930252,-76.8349490849168,9.82318905164156,unknown,,2020A&A...635A..45C
open cluster,UBC 483,267.4235424753,-1.533522475,1914.6084625694,-86.0356372247823,-1911.98798624454,-51.2384087015378,3.11662365502578,unknown,,2020A&A...635A..45C
open cluster,UBC 486,272.400052168,-0.7554127641,1515.61079114883,63.4630551628817,-1514.14967375326,-19.9819005372094,3.51941476137399,unknown,,2020A&A...635A..45C
open cluster,UBC 487,273.118880096,-1.4760964492,2004.00801603206,108.997581010552,-2000.37564425904,-51.6230327455914,3.76555220298456,unknown,,2020A&A...635A..45C
open cluster,UBC 488,274.555545871,-2.83911221,8291.87396351576,657.77809530015,-8255.53265464009,-410.709620467902,8.87702231521322,unknown,,2020A&A...635A..45C
open cluster,UBC 489,274.783329243,-1.8787523437,3055.30094714329,254.638175508164,-3043.02315521154,-100.16663134502,8.34417585118863,unknown,,2020A&A...635A..45C
open cluster,UBC 490,275.07276432,-2.6942915478,2987.75022408127,263.887280616524,-2972.75799829489,-140.444965022741,6.55518007317204,unknown,,2020A&A...635A..45C
open cluster,UBC 491,275.4896456396,-1.132454408,4070.00407000407,389.284410162933,-4050.54569222426,-80.4386291359418,11.4033709665955,unknown,,2020A&A...635A..45C
open cluster,UBC 492,276.8864552328,2.7732055287,2543.23499491353,304.582213124643,-2521.93040762915,123.048502129709,4.88674988251685,unknown,,2020A&A...635A..45C
open cluster,UBC 493,277.8044213886,-4.9367016015,1759.63399612881,238.05787189862,-1736.86803155677,-151.425529272426,4.18688351798418,unknown,,2020A&A...635A..45C
open cluster,UBC 494,278.8139570196,-3.9400387648,4382.12094653813,669.870333267004,-4320.13804246874,-301.106327916437,7.88638416916371,unknown,,2020A&A...635A..45C
open cluster,UBC 495,279.2477041591,-3.5088786512,4502.4763619991,722.205091495202,-4435.62583732201,-275.566012890724,6.8717287655474,unknown,,2020A&A...635A..45C
open cluster,UBC 496,284.2419923799,3.7758873037,1743.679163034,428.04497562951,-1686.41898900116,114.828201995896,3.66742315467758,unknown,,2020A&A...635A..45C
open cluster,UBC 497,284.7925284555,0.8533568967,1899.33523266857,484.88387664768,-1836.18130177532,28.2874395090699,3.37674025607544,unknown,,2020A&A...635A..45C
open cluster,UBC 498,284.8839595079,-2.1974447686,3359.08632851864,862.187932696832,-3243.99505810687,-128.798269130482,5.72527015781921,unknown,,2020A&A...635A..45C
open cluster,UBC 499,286.4564741023,-1.3371885122,2509.41028858218,710.689408843685,-2405.95745354889,-58.5601597682529,4.93268954251519,unknown,,2020A&A...635A..45C
open cluster,UBC 500,286.5288140908,3.1269565725,2675.22739432852,759.962323110225,-2560.85988310338,145.929907594056,6.2445722409465,unknown,,2020A&A...635A..45C
open cluster,UBC 502,286.768397409,-0.9133165705,1846.72206832872,532.718507818754,-1767.97253903555,-29.4362072261414,3.08208364885757,unknown,,2020A&A...635A..45C
open cluster,UBC 503,286.8190112064,-4.1216526282,2165.90859865714,625.083562346122,-2067.89661458267,-155.673341388777,3.43500577343078,unknown,,2020A&A...635A..45C
open cluster,UBC 504,287.592778283,-2.222567927,5659.30956423316,1709.23807981007,-5390.55843467262,-219.475950226961,8.41327963299984,unknown,,2020A&A...635A..45C
open cluster,UBC 505,287.6372929436,-1.0826313382,3416.46737273659,1034.97149212152,-3255.29051923984,-64.55195439795,6.28615632987271,unknown,,2020A&A...635A..45C
open cluster,UBC 507,288.9819209851,-1.883007765,6872.85223367698,2234.32403287016,-6495.60568284491,-225.833467604724,9.50404572702827,unknown,,2020A&A...635A..45C
open cluster,UBC 508,289.2244467531,-0.7281621291,7513.14800901578,2473.65115949148,-7093.61165962902,-95.4807252772637,9.45131092962359,unknown,,2020A&A...635A..45C
open cluster,UBC 509,289.4523462561,-1.2627883647,3487.96651552145,1161.29004136519,-3288.07043374837,-76.8679122565388,5.497938316393,unknown,,2020A&A...635A..45C
open cluster,UBC 510,289.8187220995,-2.9042510706,5574.13600891862,1887.45750774081,-5237.24474673501,-282.424972678775,9.53631978832234,unknown,,2020A&A...635A..45C
open cluster,UBC 511,290.1791790105,-12.0354748093,1336.36242148871,450.854631907183,-1226.76249108574,-278.654648122208,4.24371993582107,unknown,,2020A&A...635A..45C
open cluster,UBC 512,290.2445038099,-0.2468866399,4786.97941598851,1656.40902618352,-4491.21983382042,-20.6269574487729,11.3802671320401,unknown,,2020A&A...635A..45C
open cluster,UBC 513,292.8317287544,-0.2739160158,2738.22562979189,1062.490673758,-2523.65247246811,-13.0906849362088,2.26804911461231,unknown,,2020A&A...635A..45C
open cluster,UBC 514,293.3623061707,-13.0462911094,2011.26307320998,776.967894420578,-1798.71255710963,-454.018917660734,6.98498828440772,unknown,,2020A&A...635A..45C
open cluster,UBC 515,296.8229786154,-0.7409751717,4187.60469011725,1889.43779105389,-3736.72653052819,-54.1545055941082,7.53477691124063,unknown,,2020A&A...635A..45C
open cluster,UBC 516,298.1557481083,0.1555886785,3698.22485207101,1745.07476777784,-3260.59507706941,10.0426456405424,4.09279095982851,unknown,,2020A&A...635A..45C
open cluster,UBC 518,299.1805409066,-0.3542428131,3777.86173026067,1841.91101589923,-3298.34162896356,-23.3572499069783,5.86818184942522,unknown,,2020A&A...635A..45C
open cluster,UBC 519,299.2726618216,2.2678358655,3344.48160535117,1634.05792994346,-2915.11525411588,132.344041581612,4.60626546006992,unknown,,2020A&A...635A..45C
open cluster,UBC 520,300.2692595931,-3.9395063357,2048.76049989756,1030.26693246317,-1765.26408019847,-140.756388751978,3.02026879072912,unknown,,2020A&A...635A..45C
open cluster,UBC 521,300.6202013239,-1.3787503494,3085.46744831842,1571.11200205424,-2654.46883012752,-74.2406998560815,5.03914918747756,unknown,,2020A&A...635A..45C
open cluster,UBC 522,301.9477892511,1.2251192913,2498.75062468766,1321.90230197087,-2119.78176805248,53.4251275465208,6.02697170314839,unknown,,2020A&A...635A..45C
open cluster,UBC 523,302.4419812346,-3.3376959976,3225.8064516129,1727.53336176313,-2717.75338521266,-187.809170244517,3.27809978387056,unknown,,2020A&A...635A..45C
open cluster,UBC 524,302.8210921045,1.8680551139,3743.91613627855,2028.19000807322,-3144.59196134715,122.043939914082,5.57890371276125,unknown,,2020A&A...635A..45C
open cluster,UBC 525,304.3343746194,-1.0855757856,2306.27306273063,1300.5542691041,-1904.0863592218,-43.6940455608529,5.74649805698343,unknown,,2020A&A...635A..45C
open cluster,UBC 526,306.060792543,0.1559056344,2209.94475138122,1300.86438317379,-1786.49699125787,6.0133995244269,3.92187611261083,unknown,,2020A&A...635A..45C
open cluster,UBC 527,307.5408120258,-4.2048855413,1808.31826401447,1098.89008348924,-1429.99124358719,-132.591748013476,2.67601936627673,unknown,,2020A&A...635A..45C
open cluster,UBC 528,308.5037603775,0.7546798885,3906.25,2431.68747732424,-3056.63834061121,51.4502655971221,6.16300733996051,unknown,,2020A&A...635A..45C
open cluster,UBC 529,308.8048906169,0.381410689,3500.17500875044,2193.40723224132,-2727.5716146943,23.3000460625671,6.16094401406544,unknown,,2020A&A...635A..45C
open cluster,UBC 531,311.387789642,-1.4514235867,2795.63880346659,1847.7491438502,-2096.7606200581,-70.8118847546666,4.67711413734997,unknown,,2020A&A...635A..45C
open cluster,UBC 532,317.9008929706,-3.3482934007,2061.00577081616,1526.627527615,-1379.37060577279,-120.374047018541,2.36753683940866,unknown,,2020A&A...635A..45C
open cluster,UBC 533,324.3394510807,3.3557685598,1257.22906713603,1019.72840777694,-731.685040293221,73.5928219023865,2.40555689585259,unknown,,2020A&A...635A..45C
open cluster,UBC 534,325.3913291994,-3.2377623732,1770.22481855196,1454.65858778606,-1003.82667982829,-99.9814885991016,3.82186509848015,unknown,,2020A&A...635A..45C
open cluster,UBC 535,325.6114395938,-1.9855373945,3367.00336700337,2776.87144850143,-1900.54931466837,-116.657337631167,4.94473687729642,unknown,,2020A&A...635A..45C
open cluster,UBC 536,326.3878258897,-1.1347284516,2014.50443190975,1677.35761297956,-1114.94753314125,-39.8941437530621,3.45423165688008,unknown,,2020A&A...635A..45C
open cluster,UBC 537,330.3827495907,-1.1921111636,3421.14266164899,2973.51355580933,-1690.37516918175,-71.1760647034046,4.62640321150622,unknown,,2020A&A...635A..45C
open cluster,UBC 538,330.7233919444,-0.5431798088,3146.63310258024,2744.58716366164,-1538.71742836831,-29.8305037347789,5.12186475616706,unknown,,2020A&A...635A..45C
open cluster,UBC 539,331.5270360618,-0.126435452,2409.0580582992,2117.65846932985,-1148.50122969546,-5.31610006668572,4.56047924596719,unknown,,2020A&A...635A..45C
open cluster,UBC 540,331.6960914732,-0.5833696874,3309.06684315023,2913.30037852885,-1568.90699705078,-33.6914158951058,8.65328825136076,unknown,,2020A&A...635A..45C
open cluster,UBC 541,332.3965771852,0.8450061867,2579.31390250193,2285.47724364615,-1194.99248257741,38.0387039582046,5.50295447707424,unknown,,2020A&A...635A..45C
open cluster,UBC 542,333.5791480567,0.6603789413,1811.92244971915,1622.55915771414,-806.181510821743,20.8833695417046,3.20028329471373,unknown,,2020A&A...635A..45C
open cluster,UBC 544,334.3078689032,-2.7115514032,962.556550197324,866.42373667835,-416.835040497977,-45.5364673767015,1.69414737558675,unknown,,2020A&A...635A..45C
open cluster,UBC 545,335.8097639462,-0.7806641031,3043.21363359708,2775.73124991689,-1246.89456999862,-41.4629865534488,5.97690202399743,unknown,,2020A&A...635A..45C
open cluster,UBC 546,338.3673626155,-3.0643780854,2017.75625504439,1872.95692544552,-742.790521632018,-107.865199068458,3.79897400682417,unknown,,2020A&A...635A..45C
open cluster,UBC 547,338.5076973549,-1.1604669646,3137.74709758394,2918.97067414531,-1149.36015615512,-63.5474886926606,11.4045822997826,unknown,,2020A&A...635A..45C
open cluster,UBC 548,338.7217607351,0.1596316863,2500,2329.56376333974,-907.239856930924,6.96523728001042,4.58648529354239,unknown,,2020A&A...635A..45C
open cluster,UBC 549,338.8905024383,-1.3106058692,3194.88817891374,2979.71180723892,-1150.34260300363,-73.0747376220759,6.0724622354464,unknown,,2020A&A...635A..45C
open cluster,UBC 550,340.5467042859,-0.3698631206,2710.76172404446,2555.95996820352,-902.768829578347,-17.4987378764716,3.62365363821944,unknown,,2020A&A...635A..45C
open cluster,UBC 552,343.8481232591,0.3753491836,2812.14848143982,2701.08847841775,-782.279186623638,18.4224753661762,5.40454503904341,unknown,,2020A&A...635A..45C
open cluster,UBC 553,343.8735996958,1.5606891392,1728.30971310059,1659.68701540221,-479.872600220473,47.0718903462481,4.19071720824881,unknown,,2020A&A...635A..45C
open cluster,UBC 554,344.7657805862,-0.2381702756,1849.79652238254,1784.77875697435,-486.058471082779,-7.68931468415017,2.94628703092186,unknown,,2020A&A...635A..45C
open cluster,UBC 555,345.0687460661,-0.4737301495,1796.62234998203,1735.90126994115,-462.901707775223,-14.8545754043613,2.94899171106965,unknown,,2020A&A...635A..45C
open cluster,UBC 556,346.2941159467,-2.0505638842,1825.81705313128,1772.69064408305,-432.32826963981,-65.3303846280277,2.01769891990613,unknown,,2020A&A...635A..45C
open cluster,UBC 557,346.93266908,1.3726488965,1578.03376992268,1536.72954316286,-356.684622627942,37.8017217543463,3.64225331888379,unknown,,2020A&A...635A..45C
open cluster,UBC 558,347.3422404384,-1.3646271228,2935.13354857646,2862.98688887009,-642.984439710938,-69.9001604193121,5.8163924627911,unknown,,2020A&A...635A..45C
open cluster,UBC 559,347.7369329723,-0.9095121744,2561.47540983607,2502.71408034905,-543.990206010013,-40.6591070071081,8.25073695986888,unknown,,2020A&A...635A..45C
open cluster,UBC 560,348.5880173179,4.0048536652,1527.1838729383,1493.33571958296,-301.434322878027,106.660017680235,2.20648218015006,unknown,,2020A&A...635A..45C
open cluster,UBC 561,350.4352931974,-0.9847470527,1662.23404255319,1638.88453390403,-276.158274177608,-28.5675402538034,2.30430914772098,unknown,,2020A&A...635A..45C
open cluster,UBC 562,350.8230338962,-2.2273499473,2468.52628980499,2435.08913580374,-393.393816399301,-95.9387792696866,4.6454778890228,unknown,,2020A&A...635A..45C
open cluster,UBC 563,353.8745817558,5.9636870083,1122.71247333558,1110.26108339041,-119.150877524226,116.647729841809,1.73045318040507,unknown,,2020A&A...635A..45C
open cluster,UBC 564,354.0742628143,-1.2978035354,2678.09319764328,2663.09960237984,-276.413664741396,-60.6561539479294,5.82574499685165,unknown,,2020A&A...635A..45C
open cluster,UBC 565,354.6952455623,-0.9011386685,2518.89168765743,2507.79314768823,-232.850827081761,-39.6150840589045,6.18312501532297,unknown,,2020A&A...635A..45C
open cluster,UBC 566,355.2255002953,-0.2450934757,2592.01658890617,2582.99866514738,-215.742795006028,-11.0878047697558,5.34020267071176,unknown,,2020A&A...635A..45C
open cluster,UBC 568,355.8815923554,0.9124680504,3022.9746070133,3014.78621341579,-217.076134404307,48.1405641570908,4.61899670898708,unknown,,2020A&A...635A..45C
open cluster,UBC 569,355.9911705814,-0.2793952234,1470.80453007795,1467.18845184791,-102.82301626876,-7.17215360624299,1.96166607893438,unknown,,2020A&A...635A..45C
open cluster,UBC 570,359.4908702819,-1.5985959823,3191.82891797,3190.46068997681,-28.3511476832304,-89.0429094720496,7.50730423683967,unknown,,2020A&A...635A..45C
open cluster,UBC 571,359.870906407,-1.0423803325,2965.5990510083,2965.10075527678,-6.68070425220814,-53.9500749688051,3.19279653476363,unknown,,2020A&A...635A..45C
open cluster,UBC 572,12.2019203975,-7.7818204159,1544.87872701993,1496.07246808231,323.514805620458,-209.178445326417,2.41023126063611,unknown,,2020A&A...635A..45C
open cluster,UBC 573,20.9462041711,2.5821782787,1880.40616773223,1754.35919966241,671.546172108546,84.7165446157783,3.64274243503262,unknown,,2020A&A...635A..45C
open cluster,UBC 575,32.0459070668,-9.5832341991,1093.49371241115,913.93600937493,572.109308927601,-182.045072685138,2.57604255046784,unknown,,2020A&A...635A..45C
open cluster,UBC 576,34.1317875364,-1.4304945128,1343.54426978369,1111.77105175874,753.625479649352,-33.5405689147696,1.67118056335718,unknown,,2020A&A...635A..45C
open cluster,UBC 577,52.5397288475,10.465334438,1002.70730973629,599.712794847092,782.684047899995,182.132352585015,1.78659199185938,unknown,,2020A&A...635A..45C
open cluster,UBC 578,70.3736162684,0.4948290655,5530.97345132743,1857.70359114099,5209.44555517083,47.7670855473706,7.21449407637652,unknown,,2020A&A...635A..45C
open cluster,UBC 579,71.5466810576,-3.0684084843,2807.41156653565,887.361357089746,2659.24175535323,-150.275787963012,4.71330265641292,unknown,,2020A&A...635A..45C
open cluster,UBC 580,73.5251432815,0.9850607056,4120.31314379893,1168.32568450531,3950.56677842372,70.8352108929759,9.31961807145566,unknown,,2020A&A...635A..45C
open cluster,UBC 582,74.2997639531,4.6405288566,1115.82236108012,300.95664314379,1070.67042499197,90.2744785724707,1.78437383319136,unknown,,2020A&A...635A..45C
open cluster,UBC 583,74.4307990341,1.0561627352,3706.44922164566,994.649516356531,3569.84182883759,68.3190261269493,11.5458278701429,unknown,,2020A&A...635A..45C
open cluster,UBC 584,79.0040518686,3.6667613119,1841.95984527537,350.615417769868,1804.44123309057,117.799561762847,1.45749261901319,unknown,,2020A&A...635A..45C
open cluster,UBC 585,79.0225592752,1.152213544,1507.38619234248,286.98217966402,1479.50518150764,30.3113726528418,2.1029147578016,unknown,,2020A&A...635A..45C
open cluster,UBC 586,81.8935749439,8.1633065333,2882.67512251369,402.373669149446,2824.95378612044,409.325541126318,8.16791391508469,unknown,,2020A&A...635A..45C
open cluster,UBC 587,83.5773604656,0.3128309639,3513.70344342937,393.042614410124,3491.59868073738,19.1844806562387,6.41773605679514,unknown,,2020A&A...635A..45C
open cluster,UBC 588,84.9132723097,1.4173865907,1764.29075511644,156.380447484044,1756.80463197643,43.6406840024825,3.11738067033773,unknown,,2020A&A...635A..45C
open cluster,UBC 589,87.2970344979,-1.5115826094,4965.24329692155,234.070211169818,4957.99322449933,-130.978317617986,5.04443063716375,unknown,,2020A&A...635A..45C
open cluster,UBC 590,87.5791314098,1.615104094,4524.88687782805,191.053285618223,4519.05242498431,127.534620548332,7.70376869629863,unknown,,2020A&A...635A..45C
open cluster,UBC 591,94.0035910144,-2.5005310503,2071.25103562552,-144.474969997954,2064.22911598025,-90.3658805262223,1.38952618688873,unknown,,2020A&A...635A..45C
open cluster,UBC 592,99.8220143395,-2.4243642803,3658.98280278083,-623.620251918263,3602.12396487391,-154.776852676097,7.6108309346957,unknown,,2020A&A...635A..45C
open cluster,UBC 593,108.0921514666,-4.7160398935,1957.33020160501,-605.783597599286,1854.25734707373,-160.926821312942,3.18139658305388,unknown,,2020A&A...635A..45C
open cluster,UBC 594,116.5998444344,-0.7554504908,4873.29434697856,-2181.86033196174,4357.10395051717,-64.2530037638899,3.69647409190158,unknown,,2020A&A...635A..45C
open cluster,UBC 595,116.9732643205,0.187695113,4714.75719000471,-2138.48302723308,4201.85520381669,15.4450346654254,8.5326329849647,unknown,,2020A&A...635A..45C
open cluster,UBC 596,117.2968473269,-8.6251927297,1879.34598759632,-852.122026168875,1651.17909738009,-281.845670513647,2.60378694514219,unknown,,2020A&A...635A..45C
open cluster,UBC 597,118.0172846718,0.5150070876,3752.34521575985,-1762.54757287154,3312.45877102446,33.7277610227746,7.20791674112754,unknown,,2020A&A...635A..45C
open cluster,UBC 598,122.0230980716,1.9281282774,3389.83050847458,-1796.47754946623,2872.38769120543,114.05367973178,6.78536769164333,unknown,,2020A&A...635A..45C
open cluster,UBC 599,122.3249506263,-2.7931742982,5920.6631142688,-3162.13801478997,4997.18840374806,-288.518535850205,6.18995957558868,unknown,,2020A&A...635A..45C
open cluster,UBC 600,126.3456406958,1.8665478309,6265.664160401,-3711.40674680397,5044.04177905489,204.082977880022,23.9611165015315,unknown,,2020A&A...635A..45C
open cluster,UBC 601,126.3837111617,-0.1646742109,3422.31348391513,-2030.07387488867,2755.16476751735,-9.83608219167327,7.23407866334538,unknown,,2020A&A...635A..45C
open cluster,UBC 602,128.567697432,-1.7163240892,3138.73195229127,-1955.92966766934,2452.98590568715,-94.0082441345771,13.2014460903,unknown,,2020A&A...635A..45C
open cluster,UBC 603,131.0052760932,-7.2431169335,3636.36363636364,-2366.88249382707,2722.28051330466,-458.471987327968,17.4554120209516,unknown,,2020A&A...635A..45C
open cluster,UBC 604,131.0117083702,3.7886021532,3118.17898347365,-2041.71865530096,2347.75950801816,206.034943840009,8.51135003259086,unknown,,2020A&A...635A..45C
open cluster,UBC 605,134.8198369127,18.1448503777,3051.57155935307,-2044.02729512702,2056.92252443948,950.321591400371,9.67445770659265,unknown,,2020A&A...635A..45C
open cluster,UBC 606,135.9341671365,-2.9973996454,2466.69955599408,-1770.00032891426,1713.20411276992,-128.98528277699,2.99896285464484,unknown,,2020A&A...635A..45C
open cluster,UBC 607,144.5105413086,-6.6393659348,5078.72016251905,-4107.47491530297,2928.69334975092,-587.199772189222,8.70407255530947,unknown,,2020A&A...635A..45C
open cluster,UBC 608,147.7842454385,2.7257751618,7262.16412490922,-6137.17776157464,3867.14425575061,345.358082527904,18.7705831945374,unknown,,2020A&A...635A..45C
open cluster,UBC 609,151.2797749929,2.255494817,5030.18108651911,-4407.93345282346,2415.29581926295,197.9660175521,33.1394113115474,unknown,,2020A&A...635A..45C
open cluster,UBC 610,157.9154443534,16.1533064185,3456.61942620118,-3076.55491244125,1248.29347171871,961.660614140649,11.9589921261945,unknown,,2020A&A...635A..45C
open cluster,UBC 611,162.37518511,-2.678645871,3057.1690614491,-2910.48080869126,924.646465582594,-142.874232131143,5.86225209536461,unknown,,2020A&A...635A..45C
open cluster,UBC 612,167.6757007741,1.5951381147,7587.25341426404,-7409.53377199928,1618.83171209715,211.204975727221,15.1219421432512,unknown,,2020A&A...635A..45C
open cluster,UBC 613,168.6818202771,1.0167175898,5844.53535943892,-5729.97111896852,1146.85202123461,103.706243344296,6.18480149510831,unknown,,2020A&A...635A..45C
open cluster,UBC 614,175.8711133804,-3.8848795274,1870.90739008419,-1861.76382921081,134.396386881762,-126.757712613766,4.78300242073607,unknown,,2020A&A...635A..45C
open cluster,UBC 615,183.4785053457,15.9886790289,3031.22158229767,-2908.59363600832,-176.801984761341,834.942153531304,11.0989401805829,unknown,,2020A&A...635A..45C
open cluster,UBC 616,196.7358620932,12.4590796249,3159.55766192733,-2954.47168818527,-888.40004964583,681.650214218899,6.77870401541591,unknown,,2020A&A...635A..45C
open cluster,UBC 617,200.2140304409,-2.503586806,2242.65530387979,-2102.51786881859,-774.160560837257,-97.9635103640431,2.93347106058026,unknown,,2020A&A...635A..45C
open cluster,UBC 618,203.1398870003,-2.3465589055,7535.79502637528,-6923.7156120285,-2958.91359679576,-308.54356255229,15.2317479440041,unknown,,2020A&A...635A..45C
open cluster,UBC 619,205.0208805304,13.6891956545,3382.949932341,-2978.39409303307,-1390.16964589146,800.59179795557,9.04919111137098,unknown,,2020A&A...635A..45C
open cluster,UBC 620,208.4371658613,-3.2263293091,1519.29504709815,-1333.85918971274,-722.333549601055,-85.5064048862527,3.89143167202483,unknown,,2020A&A...635A..45C
open cluster,UBC 621,208.4374571397,-19.151442759,395.460117847115,-328.496969201211,-177.895286426567,-129.737092230721,1.2714921144679,unknown,,2020A&A...635A..45C
open cluster,UBC 622,208.6109513291,12.0534368701,3614.02240693892,-3102.77132191075,-1692.45526810244,754.694141528296,10.4220020545162,unknown,,2020A&A...635A..45C
open cluster,UBC 623,213.0274517061,17.2809028918,2821.67042889391,-2258.92664411064,-1468.50333699424,838.195904939976,11.9369989224985,unknown,,2020A&A...635A..45C
open cluster,UBC 624,213.116919691,18.1766908414,2440.21473889702,-1941.83136340098,-1266.68121586023,761.221140950128,8.92369705515358,unknown,,2020A&A...635A..45C
open cluster,UBC 625,214.6196613864,17.3443882634,2520.16129032258,-1979.64319595098,-1366.667219201,751.296517978596,6.13649066023425,unknown,,2020A&A...635A..45C
open cluster,UBC 626,216.6478776213,2.1660266444,4629.62962962963,-3711.78574768783,-2761.430733914,174.978206074996,7.94793502868152,unknown,,2020A&A...635A..45C
